Node	Beg	End
NODE_12	1339923	1339977
NODE_12	1374591	1375380
NODE_12	1379142	1379964
NODE_12	1380270	1380285
NODE_12	1401708	1402149
NODE_12	1438351	1438660
NODE_12	1473892	1474132
NODE_12	1476670	1476755
NODE_12	1487866	1488055
NODE_12	1502241	1502281
NODE_12	1523260	1523272
NODE_12	1531733	1532111
NODE_12	1536446	1536465
NODE_12	1537242	1537373
NODE_12	1545090	1545289
NODE_12	1585774	1585887
NODE_12	1593928	1594308
NODE_12	1595229	1595437
NODE_12	1644303	1644445
NODE_12	1651201	1651455
NODE_12	1731571	1731943
NODE_12	1749018	1749076
NODE_12	1752229	1752490
NODE_12	1774840	1775362
NODE_12	1807408	1808821
NODE_12	1810261	1811623
NODE_12	1864651	1865857
NODE_12	1866373	1866490
NODE_12	1943431	1943518
NODE_12	1954411	1954555
NODE_12	1957571	1958224
NODE_12	1963745	1964562
NODE_12	2008054	2008106
NODE_12	2062320	2062333
NODE_12	2082523	2082778
NODE_12	2090879	2091172
NODE_12	2101582	2101708
NODE_12	2145183	2145421
NODE_12	2169714	2170065
NODE_12	2170865	2171356
NODE_12	2204288	2204683
NODE_12	2212403	2212595
NODE_12	2214827	2214887
NODE_12	2216267	2216951
NODE_12	2222561	2222813
NODE_12	2224034	2224280
NODE_12	2224653	2224682
NODE_12	2225964	2226095
NODE_12	2232110	2232365
NODE_12	2233649	2233856
NODE_12	2297900	2298153
NODE_12	2308103	2308223
NODE_12	2315330	2315714
NODE_12	2370161	2370440
NODE_12	2399594	2399774
NODE_12	2404007	2404535
NODE_12	2404913	2405144
NODE_12	2411318	2411830
NODE_12	2429027	2429150
NODE_12	2437134	2437325
NODE_12	2439962	2440616
NODE_12	2441222	2442884
NODE_12	2448020	2448653
NODE_12	2471388	2471550
NODE_12	2471868	2472222
NODE_12	2491181	2491338
NODE_12	2508111	2508435
NODE_12	2512239	2512370
NODE_12	2527083	2527920
NODE_12	2543508	2544165
NODE_12	2548452	2548488
NODE_12	2560461	2561118
NODE_12	2569194	2569287
NODE_12	2569812	2570130
NODE_12	2572386	2573079
NODE_12	2603875	2603965
NODE_12	2604784	2604841
NODE_12	2608873	2609134
NODE_12	2616136	2617066
NODE_12	2622640	2624554
NODE_12	2625030	2625658
NODE_12	2628985	2629414
NODE_12	2635841	2636098
NODE_12	2637907	2638451
NODE_12	2646274	2646388
NODE_12	2647720	2648110
NODE_12	2649082	2649898
NODE_12	2651332	2651560
NODE_12	2663938	2664064
NODE_12	2762341	2762500
NODE_12	2774290	2774488
NODE_12	2775173	2775400
NODE_12	2815895	2818556
NODE_12	3009167	3009236
NODE_12	3010933	3010994
NODE_12	3040838	3040965
NODE_12	3049014	3049425
NODE_12	3071468	3071576
NODE_12	3081347	3081401
NODE_12	3092516	3092711
NODE_12	3105131	3105308
NODE_12	3107103	3107213
NODE_12	3109181	3109477
NODE_12	3109813	3110986
NODE_12	3121310	3121448
NODE_12	3131087	3131681
NODE_12	3137069	3137501
NODE_12	3140441	3140555
NODE_12	3160433	3160812
NODE_12	3172485	3172493
NODE_12	3185333	3185588
NODE_12	3186668	3186680
NODE_12	3199517	3200408
NODE_12	3204026	3204245
NODE_12	3224900	3224975
NODE_12	3225593	3225840
NODE_12	3226961	3227080
NODE_12	3227847	3227918
NODE_12	3234477	3234593
NODE_12	3242714	3242801
NODE_12	3307194	3307292
NODE_12	3314363	3314535
NODE_12	3318677	3318860
NODE_12	3319250	3319472
NODE_12	3319982	3320036
NODE_12	3321155	3321311
NODE_12	3324390	3324485
NODE_12	3325727	3325910
NODE_12	3338552	3339830
NODE_12	3342986	3344099
NODE_12	3347726	3347834
NODE_12	3349670	3350078
NODE_12	3354818	3355226
NODE_12	3371435	3371469
NODE_12	3385421	3385511
NODE_12	3425124	3425337
NODE_12	3426254	3426658
NODE_12	3427940	3428513
NODE_12	3429822	3431100
NODE_12	3443259	3443850
NODE_12	3444276	3444717
NODE_12	3446364	3446982
NODE_12	3448835	3449112
NODE_12	3459453	3459639
NODE_12	3471630	3471772
NODE_12	3474939	3475086
NODE_12	3487774	3487974
NODE_12	3489516	3489768
NODE_12	3503680	3503934
NODE_12	3508788	3509529
NODE_12	3509893	3510345
NODE_12	3539805	3540006
NODE_12	3555771	3555892
NODE_12	3558511	3558794
NODE_12	3565705	3565941
NODE_12	3569190	3569220
NODE_12	3570717	3571086
NODE_12	3571440	3571696
NODE_12	3573354	3573933
NODE_12	3576208	3577230
NODE_12	3598228	3598459
NODE_12	3601963	3602341
NODE_12	3626986	3628264
NODE_12	3649114	3650020
NODE_12	3654973	3655922
NODE_12	3658423	3659059
NODE_12	3659716	3660374
NODE_12	3663583	3664501
NODE_12	3685279	3686098
NODE_12	3687310	3687548
NODE_12	3701110	3701284
NODE_12	3704191	3704551
NODE_12	3707938	3708124
NODE_12	3717193	3717277
NODE_12	3719020	3719284
NODE_12	3720274	3720649
NODE_12	3721951	3722071
NODE_12	3723068	3723419
NODE_12	3725590	3725710
NODE_12	3727411	3727930
NODE_12	3746206	3746327
NODE_12	3750674	3750766
NODE_12	3754558	3755014
NODE_12	3761521	3761864
NODE_12	3764100	3764302
NODE_12	3774073	3774769
NODE_12	3779353	3779359
NODE_12	3780580	3780646
NODE_12	3799144	3799303
NODE_12	3809272	3809611
NODE_12	3811762	3812047
NODE_12	3838688	3838699
NODE_12	3854437	3855001
NODE_12	3855370	3855760
NODE_12	3867148	3867560
NODE_12	3890774	3890914
NODE_12	3892811	3894271
NODE_12	3898751	3898934
NODE_12	3903944	3904352
NODE_12	3905387	3906375
NODE_12	3908753	3908843
NODE_12	3916331	3916548
NODE_12	3917549	3917939
NODE_12	3959327	3959687
NODE_12	3971171	3971279
NODE_12	3999869	4000127
NODE_12	4010009	4010177
NODE_12	4020110	4020260
NODE_12	4022754	4023011
NODE_12	4026854	4029683
NODE_12	4030625	4030928
NODE_12	4031681	4032278
NODE_12	4032638	4033193
NODE_12	4054442	4054757
NODE_12	4059866	4060154
NODE_12	4081983	4082030
NODE_12	4082516	4082927
NODE_12	4087346	4088132
NODE_12	4092207	4092316
NODE_12	4128237	4128515
NODE_12	4143813	4144267
NODE_13	4155387	4155567
NODE_14	13170	13221
NODE_14	24240	25932
NODE_14	26661	27258
NODE_14	27993	28599
NODE_14	37839	37862
NODE_14	42006	42366
NODE_14	47721	48930
NODE_14	64338	65604
NODE_14	74472	75852
NODE_14	76287	77737
NODE_14	78264	78549
NODE_14	81612	83829
NODE_14	84372	84484
NODE_14	85212	85980
NODE_14	86331	92146
NODE_14	92874	94716
NODE_14	109773	109958
NODE_14	140726	140794
NODE_14	141241	141811
NODE_14	150625	150952
NODE_14	161899	162125
NODE_14	168274	168331
NODE_14	176944	176983
NODE_14	192484	192811
NODE_14	193675	193843
NODE_14	199733	199919
NODE_14	202097	202334
NODE_14	204296	204485
NODE_14	209331	209559
NODE_14	214129	214243
NODE_14	215441	215696
NODE_14	241166	241257
NODE_14	242417	243917
NODE_14	266291	266453
NODE_14	272609	273086
NODE_14	284838	285582
NODE_14	285962	286145
NODE_14	289619	290045
NODE_14	292151	292315
NODE_14	294526	294816
NODE_14	327143	327224
NODE_14	327940	329339
NODE_14	330629	330934
NODE_14	331838	332360
NODE_14	335829	336585
NODE_14	337488	337743
NODE_14	338667	338763
NODE_14	340863	343113
NODE_14	346443	346596
NODE_14	353307	353532
NODE_14	355431	355482
NODE_14	356682	356843
NODE_14	390325	390418
NODE_14	395149	396268
NODE_14	397570	397995
NODE_14	411031	411641
NODE_14	414268	414725
NODE_14	422998	425305
NODE_14	428941	429903
NODE_14	432630	432726
NODE_14	477734	477754
NODE_14	485461	486540
NODE_14	489505	489910
NODE_14	494275	494686
NODE_14	496915	497612
NODE_14	507373	507817
NODE_14	519653	519745
NODE_14	523750	524792
NODE_14	530828	531100
NODE_14	531889	532498
NODE_14	532870	533391
NODE_14	538744	539449
NODE_14	540091	541201
NODE_14	549307	549571
NODE_14	578005	578467
NODE_14	578890	579019
NODE_14	593176	594116
NODE_14	600961	601181
NODE_14	608911	610180
NODE_14	617419	620230
NODE_14	620567	620749
NODE_14	621053	621857
NODE_14	624731	625375
NODE_14	644139	644367
NODE_14	648647	649424
NODE_14	656549	656716
NODE_14	660097	660217
NODE_14	661945	663217
NODE_14	664798	665044
NODE_14	678052	678391
NODE_14	683136	683386
NODE_14	691912	691969
NODE_14	692890	692980
NODE_14	697984	699484
NODE_14	710545	710677
NODE_14	717160	717241
NODE_14	748024	748459
NODE_14	778646	778941
NODE_14	785824	786051
NODE_14	794318	796345
NODE_14	833492	833854
NODE_14	845389	845626
NODE_14	848713	848923
NODE_14	849538	850165
NODE_14	878466	878682
NODE_14	915949	917032
NODE_14	918214	918385
NODE_14	918757	921154
NODE_14	922048	922480
NODE_14	923101	923254
NODE_14	924214	924829
NODE_14	937204	937399
NODE_14	942025	942361
NODE_14	945135	945269
NODE_14	961793	962804
NODE_14	963251	963569
NODE_14	974060	974379
NODE_14	977930	978917
NODE_14	1001540	1001645
NODE_14	1022543	1022780
NODE_14	1029254	1029525
NODE_14	1062602	1062737
NODE_14	1072880	1073098
NODE_14	1074677	1076475
NODE_14	1098236	1099628
NODE_14	1111007	1111664
NODE_14	1134909	1135499
NODE_14	1136360	1137089
NODE_14	1141335	1141475
NODE_14	1141928	1142345
NODE_14	1142765	1142846
NODE_14	1160072	1161167
NODE_14	1211044	1211811
NODE_14	1212185	1212225
NODE_14	1212743	1213973
NODE_14	1244808	1245044
NODE_14	1247172	1247942
NODE_14	1257245	1257309
NODE_14	1273128	1273274
NODE_14	1298135	1298342
NODE_14	1299023	1299086
NODE_14	1344915	1346249
NODE_14	1346640	1346850
NODE_14	1373649	1373853
NODE_14	1385616	1385958
NODE_14	1388298	1392069
NODE_14	1393659	1394280
NODE_14	1395219	1396287
NODE_14	1398047	1399995
NODE_14	1401235	1401948
NODE_14	1409055	1409232
NODE_14	1417435	1417486
NODE_14	1429918	1430593
NODE_14	1431787	1431883
NODE_14	1434361	1436573
NODE_14	1437757	1437955
NODE_14	1441961	1441980
NODE_14	1476019	1476172
NODE_14	1477108	1477729
NODE_14	1488508	1489006
NODE_14	1517245	1517473
NODE_14	1522728	1523125
NODE_14	1530098	1530230
NODE_14	1531349	1531421
NODE_14	1532906	1532936
NODE_14	1533806	1534403
NODE_14	1535117	1535264
NODE_14	1542493	1543211
NODE_14	1572855	1573419
NODE_14	1587309	1587477
NODE_14	1588009	1589825
NODE_14	1592613	1593018
NODE_14	1593781	1593801
NODE_14	1594863	1595506
NODE_14	1600163	1600440
NODE_14	1611031	1611142
NODE_14	1616129	1616407
NODE_14	1651543	1652602
NODE_14	1659334	1659967
NODE_14	1666177	1666576
NODE_14	1699453	1699538
NODE_14	1744984	1745123
NODE_14	1755619	1755763
NODE_14	1768498	1768534
NODE_14	1805810	1805953
NODE_14	1896973	1897135
NODE_14	1953640	1954876
NODE_14	2001361	2001661
NODE_14	2045141	2045215
NODE_14	2067043	2067205
NODE_14	2081572	2081977
NODE_14	2082895	2084041
NODE_14	2085301	2085907
NODE_14	2091289	2091484
NODE_14	2120345	2120377
NODE_14	2122492	2122978
NODE_14	2141552	2141723
NODE_14	2153061	2153282
NODE_14	2162832	2163155
NODE_14	2204657	2204900
NODE_14	2206916	2207012
NODE_14	2210861	2211465
NODE_14	2212187	2212598
NODE_14	2213891	2215637
NODE_14	2223065	2223680
NODE_14	2224337	2224580
NODE_14	2225638	2226058
NODE_14	2231684	2231943
NODE_14	2270090	2271023
NODE_14	2272835	2274176
NODE_14	2277677	2278016
NODE_14	2308389	2308457
NODE_14	2315024	2315588
NODE_14	2329275	2329490
NODE_14	2329973	2330456
NODE_14	2349264	2349547
NODE_14	2350256	2350424
NODE_14	2369539	2370102
NODE_14	2370464	2370602
NODE_14	2371208	2371469
NODE_14	2375486	2375744
NODE_14	2380867	2381006
NODE_14	2392790	2393048
NODE_14	2405198	2405576
NODE_14	2409404	2409653
NODE_14	2436251	2436362
NODE_14	2439221	2441043
NODE_14	2461451	2461562
NODE_14	2492364	2493018
NODE_14	2496958	2497632
NODE_14	2504476	2504829
NODE_14	2523945	2524140
NODE_14	2545068	2545215
NODE_14	2562396	2562504
NODE_14	2563008	2563484
NODE_14	2574328	2574771
NODE_14	2593696	2593963
NODE_14	2594538	2595052
NODE_14	2603954	2604055
NODE_14	2609305	2609764
NODE_14	2618590	2618936
NODE_14	2640649	2640694
NODE_14	2650000	2650516
NODE_14	2680189	2680470
NODE_14	2736730	2737250
NODE_14	2739220	2741560
NODE_14	2748499	2749285
NODE_14	2749960	2750479
NODE_14	2772037	2772100
NODE_14	2780977	2781730
NODE_14	2782348	2784334
NODE_14	2785132	2785412
NODE_14	2795662	2795738
NODE_14	2804220	2805207
NODE_14	2809424	2809883
NODE_14	2823194	2824019
NODE_14	2825390	2827106
NODE_14	2831750	2832521
NODE_14	2843927	2844210
NODE_14	2886239	2886398
NODE_14	2888864	2890208
NODE_14	2894519	2894876
NODE_14	2898812	2898887
NODE_14	2901726	2902409
NODE_14	2907629	2907864
NODE_14	2975642	2977577
NODE_14	3006770	3007208
NODE_14	3035489	3035810
NODE_14	3042149	3045110
NODE_14	3045839	3045857
NODE_14	3046577	3048326
NODE_14	3077834	3077915
NODE_14	3079982	3080330
NODE_14	3089141	3090099
NODE_14	3092733	3093056
NODE_14	3096575	3097232
NODE_14	3118007	3118050
NODE_14	3129383	3129431
NODE_14	3160247	3160373
NODE_14	3183395	3183584
NODE_14	3217585	3217634
NODE_14	3218903	3218984
NODE_14	3227246	3227828
NODE_14	3250086	3250262
NODE_14	3282806	3283223
NODE_14	3286767	3286919
NODE_14	3290840	3290955
NODE_14	3304832	3305255
NODE_14	3309290	3309365
NODE_14	3322766	3322853
NODE_14	3329261	3329552
NODE_14	3333848	3334240
NODE_14	3336170	3336281
NODE_14	3338906	3339085
NODE_14	3339773	3340187
NODE_14	3349292	3349445
NODE_14	3358467	3358982
NODE_14	3364352	3365006
NODE_14	3368531	3369083
NODE_14	3370196	3370361
NODE_14	3372887	3372980
NODE_14	3383627	3384098
NODE_14	3392471	3392843
NODE_14	3404639	3404714
NODE_14	3405392	3405728
NODE_14	3416711	3416972
NODE_14	3423546	3423867
NODE_14	3424875	3425212
NODE_14	3431415	3431859
NODE_14	3456307	3456516
NODE_14	3474069	3474453
NODE_14	3477957	3478107
NODE_14	3502059	3502434
NODE_14	3506322	3506472
NODE_14	3508692	3509148
NODE_14	3509538	3510024
NODE_14	3520798	3521676
NODE_14	3526404	3526576
NODE_14	3534375	3534537
NODE_14	3538935	3539559
NODE_14	3548272	3548367
NODE_14	3552412	3552547
NODE_14	3553594	3553975
NODE_14	3556165	3556669
NODE_14	3559939	3560547
NODE_14	3574885	3574963
NODE_14	3578638	3578902
NODE_14	3588217	3589063
NODE_14	3593488	3594615
NODE_14	3598987	3599069
NODE_14	3604305	3604603
NODE_14	3618566	3618760
NODE_14	3623098	3623354
NODE_14	3625748	3626082
NODE_14	3626623	3627055
NODE_14	3627535	3627637
NODE_14	3638551	3638785
NODE_14	3644665	3645007
NODE_14	3647231	3648934
NODE_14	3651274	3651853
NODE_14	3660500	3662893
NODE_14	3665858	3666076
NODE_14	3668520	3668596
NODE_14	3676537	3676756
NODE_14	3682846	3683009
NODE_14	3685526	3685702
NODE_14	3688154	3688393
NODE_14	3691444	3691864
NODE_14	3703027	3703054
NODE_14	3706006	3706663
NODE_14	3707464	3707746
NODE_14	3718540	3719089
NODE_14	3729064	3729952
NODE_14	3737518	3738208
NODE_14	3767449	3767598
NODE_14	3774874	3775297
NODE_14	3780181	3781521
NODE_14	3783589	3784153
NODE_14	3785674	3786319
NODE_14	3833584	3833683
NODE_14	3837760	3838040
NODE_14	3840781	3840884
NODE_14	3843343	3843499
NODE_14	3854158	3854455
NODE_14	3857182	3857443
NODE_14	3859600	3859702
NODE_14	3863344	3863539
NODE_14	3866014	3866581
NODE_14	3867178	3867514
NODE_14	3871453	3871861
NODE_14	3886161	3886391
NODE_14	3890207	3890660
NODE_14	3900324	3900338
NODE_14	3900753	3901010
NODE_14	3905660	3905963
NODE_14	3906387	3906623
NODE_14	3911363	3911600
NODE_14	3917978	3918272
NODE_14	3932734	3932807
NODE_14	3959732	3960056
NODE_14	3964922	3965286
NODE_14	3967250	3967449
NODE_14	4019793	4019846
NODE_14	4025228	4025378
NODE_14	4036145	4036583
NODE_14	4037210	4037972
NODE_14	4039610	4040246
NODE_14	4041566	4041704
NODE_14	4043744	4044767
NODE_14	4045445	4045614
NODE_14	4058546	4059518
NODE_14	4063154	4063637
NODE_14	4079789	4080085
NODE_14	4114082	4114133
NODE_14	4114695	4115612
NODE_14	4140423	4140438
NODE_14	4148638	4148706
NODE_14	4154445	4154799
NODE_15	1	1317
NODE_15	3813	4008
NODE_15	6063	6285
NODE_15	7705	8135
NODE_15	9333	10095
NODE_15	12855	13186
NODE_15	17799	17826
NODE_15	20448	28638
NODE_15	29638	35037
NODE_15	36294	46092
NODE_15	46520	62661
NODE_15	64332	78765
NODE_15	79655	84075
NODE_15	84420	94626
NODE_15	95484	99951
NODE_15	102073	102558
NODE_15	103362	105147
NODE_15	106665	109960
NODE_15	110976	112575
NODE_15	116067	117348
NODE_15	124257	124908
NODE_15	127988	128700
NODE_15	129711	131209
NODE_15	132108	132447
NODE_15	133211	135498
NODE_15	136486	144190
NODE_15	145013	146701
NODE_15	147010	148444
NODE_15	150471	151525
NODE_15	154663	155458
NODE_15	157151	158560
NODE_15	159122	162535
NODE_15	162952	163669
NODE_15	165761	166510
NODE_15	168132	169670
NODE_15	170086	174091
NODE_15	175660	180658
NODE_15	182176	183152
NODE_15	185617	186098
NODE_15	188809	195998
NODE_15	196982	198116
NODE_15	199415	202343
NODE_15	203357	206397
NODE_15	206894	219374
NODE_15	230540	230772
NODE_15	231995	234167
NODE_15	238964	239605
NODE_15	240266	245066
NODE_15	251507	252818
NODE_15	257549	261152
NODE_15	261938	263369
NODE_15	264755	267743
NODE_15	269971	273497
NODE_15	274593	277092
NODE_15	278399	280874
NODE_15	281610	282380
NODE_15	283232	291668
NODE_15	292268	292793
NODE_15	294485	301055
NODE_15	302003	303488
NODE_15	305231	306505
NODE_15	308216	318422
NODE_15	320228	322997
NODE_15	324571	327236
NODE_15	327542	329588
NODE_15	330080	332864
NODE_15	335373	335595
NODE_15	336210	343374
NODE_15	343788	348315
NODE_15	351135	352224
NODE_15	352725	358042
NODE_15	358578	358948
NODE_15	387226	387940
NODE_15	389575	391234
NODE_15	392528	394105
NODE_15	395075	398189
NODE_15	403860	418529
NODE_15	423110	425227
NODE_15	426229	427750
NODE_15	428272	428539
NODE_15	428866	436765
NODE_15	437086	439135
NODE_15	447691	449707
NODE_15	467275	467653
NODE_15	468970	469240
NODE_15	475009	475438
NODE_15	477076	484777
NODE_15	485293	490816
NODE_15	493834	498541
NODE_15	500128	501520
NODE_15	503212	503611
NODE_15	506953	507916
NODE_15	509776	510727
NODE_15	512197	516433
NODE_15	516784	519869
NODE_15	520663	524773
NODE_15	525939	535201
NODE_15	538627	543179
NODE_15	548809	559615
NODE_15	563092	564034
NODE_15	565246	568681
NODE_15	571156	572248
NODE_15	576721	585559
NODE_15	586510	590046
NODE_15	591539	596659
NODE_15	597466	607018
NODE_15	607795	612910
NODE_15	613987	615115
NODE_15	616904	622402
NODE_15	622834	623183
NODE_15	623506	625822
NODE_15	626872	628209
NODE_15	629627	632431
NODE_15	635083	636985
NODE_15	638410	638665
NODE_15	639973	641824
NODE_15	643561	643779
NODE_15	644136	646093
NODE_15	648310	649930
NODE_15	654235	656099
NODE_15	656440	657433
NODE_15	658729	663412
NODE_15	664759	665764
NODE_15	666175	669340
NODE_15	671813	679034
NODE_15	681256	681712
NODE_15	682212	687739
NODE_15	689077	692904
NODE_15	696523	703677
NODE_15	705883	706227
NODE_15	707503	709816
NODE_15	710212	711684
NODE_15	714577	718030
NODE_15	737534	740025
NODE_15	741649	742550
NODE_15	744589	745134
NODE_15	746893	748567
NODE_15	750266	752546
NODE_15	754201	754831
NODE_15	763677	764418
NODE_15	766609	768692
NODE_15	771531	771586
NODE_15	773323	774454
NODE_15	776477	776890
NODE_15	778630	779578
NODE_15	780325	781729
NODE_15	783004	783349
NODE_15	785836	786047
NODE_15	788095	788347
NODE_15	788993	789196
NODE_15	789790	798197
NODE_15	798544	798712
NODE_15	800179	801970
NODE_15	806158	806942
NODE_15	808751	810571
NODE_15	812657	816952
NODE_15	817363	818698
NODE_15	828022	834265
NODE_15	835138	835457
NODE_15	839348	842845
NODE_15	843187	849028
NODE_15	849466	850226
NODE_15	852565	853085
NODE_15	855860	856587
NODE_15	858148	861886
NODE_15	874591	875845
NODE_15	877600	882757
NODE_15	885862	888262
NODE_15	889531	889648
NODE_15	890749	902166
NODE_15	902473	904564
NODE_15	908848	910194
NODE_15	911154	912364
NODE_15	913594	921250
NODE_15	921649	925123
NODE_15	927214	929035
NODE_15	929452	930081
NODE_15	934154	937563
NODE_15	938893	946009
NODE_15	949692	950369
NODE_15	951096	952460
NODE_15	954986	955614
NODE_15	956719	956909
NODE_15	957288	957626
NODE_15	960224	962792
NODE_15	963512	963590
NODE_15	971918	973298
NODE_15	974144	974820
NODE_15	976142	977379
NODE_15	977987	979835
NODE_15	981790	984857
NODE_15	988496	988594
NODE_15	993668	994193
NODE_15	996284	996467
NODE_15	999017	1007318
NODE_15	1008890	1015131
NODE_15	1016615	1020149
NODE_15	1020897	1027775
NODE_15	1029005	1035588
NODE_15	1036226	1043312
NODE_15	1043825	1047206
NODE_15	1048121	1049373
NODE_15	1050913	1051757
NODE_15	1052558	1054190
NODE_15	1054699	1056557
NODE_15	1057722	1061273
NODE_15	1061837	1064303
NODE_15	1065216	1065881
NODE_15	1067289	1068636
NODE_15	1069103	1069607
NODE_15	1070873	1072199
NODE_15	1072627	1082563
NODE_15	1083860	1086300
NODE_15	1087013	1087676
NODE_15	1091333	1093835
NODE_15	1095638	1095775
NODE_15	1096478	1100792
NODE_15	1102337	1103504
NODE_15	1106597	1113056
NODE_15	1114039	1120913
NODE_15	1123890	1125447
NODE_15	1127288	1127900
NODE_15	1130210	1143482
NODE_15	1144039	1144358
NODE_15	1151417	1157084
NODE_15	1158212	1159679
NODE_15	1160216	1164876
NODE_15	1165759	1176191
NODE_15	1176810	1183844
NODE_15	1185116	1186034
NODE_15	1186469	1188462
NODE_15	1191326	1191435
NODE_15	1192031	1194532
NODE_15	1197780	1198319
NODE_15	1199416	1200128
NODE_15	1200740	1206734
NODE_15	1208150	1221502
NODE_15	1222906	1225493
NODE_15	1244381	1248533
NODE_15	1249313	1254089
NODE_15	1254467	1260032
NODE_15	1264240	1265702
NODE_15	1266493	1267532
NODE_15	1269047	1270538
NODE_15	1271903	1274312
NODE_15	1277051	1277273
NODE_15	1278095	1279730
NODE_15	1281947	1284605
NODE_15	1289940	1294067
NODE_15	1296365	1299829
NODE_15	1301780	1305853
NODE_15	1306871	1307798
NODE_15	1310798	1311593
NODE_15	1312043	1312082
NODE_15	1312859	1313899
NODE_15	1315169	1315463
NODE_15	1316393	1317552
NODE_15	1323048	1323181
NODE_15	1328712	1329930
NODE_15	1332018	1332747
NODE_15	1335105	1335640
NODE_15	1338960	1342179
NODE_15	1344879	1348011
NODE_15	1349274	1350006
NODE_15	1353030	1354245
NODE_15	1355224	1359528
NODE_15	1360395	1361613
NODE_15	1371127	1372104
NODE_15	1372672	1376051
NODE_15	1379082	1382649
NODE_15	1384230	1386363
NODE_15	1388308	1392165
NODE_15	1393596	1394272
NODE_15	1395489	1400611
NODE_15	1401048	1403691
NODE_15	1407486	1407976
NODE_15	1408711	1413364
NODE_15	1414567	1415500
NODE_15	1416488	1417314
NODE_15	1417762	1419157
NODE_15	1428901	1433220
NODE_15	1434362	1436605
NODE_15	1437673	1442455
NODE_15	1443556	1444408
NODE_15	1451359	1453276
NODE_15	1454092	1455824
NODE_15	1457962	1460760
NODE_15	1465279	1465483
NODE_15	1467830	1471345
NODE_15	1473103	1478086
NODE_15	1479181	1480048
NODE_15	1482604	1483567
NODE_15	1486888	1488997
NODE_15	1489559	1491328
NODE_15	1494469	1495697
NODE_15	1496740	1497531
NODE_15	1499476	1502317
NODE_15	1503304	1503601
NODE_15	1505750	1506238
NODE_15	1506843	1512460
NODE_15	1514421	1518965
NODE_15	1520642	1527215
NODE_15	1528400	1539522
NODE_15	1540418	1543227
NODE_15	1543566	1546689
NODE_15	1549415	1549779
NODE_15	1550832	1551374
NODE_15	1552646	1553775
NODE_15	1556303	1558325
NODE_15	1560153	1561197
NODE_15	1562891	1563239
NODE_15	1564070	1564845
NODE_15	1565631	1569222
NODE_15	1571014	1571545
NODE_15	1572717	1574361
NODE_15	1578739	1579538
NODE_15	1584710	1585914
NODE_15	1587263	1587867
NODE_15	1588173	1589880
NODE_15	1591195	1594317
NODE_15	1594866	1596949
NODE_15	1597405	1600392
NODE_15	1601023	1602183
NODE_15	1605841	1608349
NODE_15	1610365	1615210
NODE_15	1616266	1620724
NODE_15	1621227	1622506
NODE_15	1643396	1644581
NODE_15	1645300	1646620
NODE_15	1647466	1647934
NODE_15	1648978	1649894
NODE_15	1651201	1656040
NODE_15	1656781	1660084
NODE_15	1661238	1662118
NODE_15	1662565	1664026
NODE_15	1665707	1666527
NODE_15	1667278	1667710
NODE_15	1668355	1668766
NODE_15	1669675	1670759
NODE_15	1671409	1673428
NODE_15	1674785	1675957
NODE_15	1677178	1683604
NODE_15	1685452	1687876
NODE_15	1692756	1694746
NODE_15	1695508	1696123
NODE_15	1697447	1699672
NODE_15	1701151	1702222
NODE_15	1704670	1705798
NODE_15	1724947	1728967
NODE_15	1731337	1737760
NODE_15	1739663	1758323
NODE_15	1758982	1764439
NODE_15	1767806	1768499
NODE_15	1770529	1771354
NODE_15	1772997	1773379
NODE_15	1773803	1774147
NODE_15	1774840	1779009
NODE_15	1782866	1783009
NODE_15	1785718	1786597
NODE_15	1804402	1806503
NODE_15	1807394	1809904
NODE_15	1810273	1811752
NODE_15	1813858	1814376
NODE_15	1817230	1817906
NODE_15	1819018	1820329
NODE_15	1826109	1826809
NODE_15	1829722	1831594
NODE_15	1862023	1862198
NODE_15	1864615	1871809
NODE_15	1880189	1880912
NODE_15	1882409	1883338
NODE_15	1884565	1888024
NODE_15	1890064	1890858
NODE_15	1894433	1897769
NODE_15	1943128	1943596
NODE_15	1950723	1951408
NODE_15	1953679	1956336
NODE_15	1957324	1959586
NODE_15	1963627	1964584
NODE_15	1972101	1972408
NODE_15	1981201	1983196
NODE_15	1985782	1987444
NODE_15	1989521	1990755
NODE_15	1998719	2002093
NODE_15	2003059	2004493
NODE_15	2007745	2008107
NODE_15	2010235	2010558
NODE_15	2011890	2013004
NODE_15	2014351	2014909
NODE_15	2017561	2021385
NODE_15	2022555	2023357
NODE_15	2024473	2028001
NODE_15	2029132	2030461
NODE_15	2042686	2045395
NODE_15	2045877	2046317
NODE_15	2049415	2050183
NODE_15	2055676	2056567
NODE_15	2062033	2065555
NODE_15	2066099	2069770
NODE_15	2070589	2071045
NODE_15	2075281	2075688
NODE_15	2079283	2080019
NODE_15	2081407	2081998
NODE_15	2082551	2084358
NODE_15	2085082	2086399
NODE_15	2090879	2091493
NODE_15	2092486	2092633
NODE_15	2093454	2093801
NODE_15	2095885	2097421
NODE_15	2099621	2102026
NODE_15	2106493	2107046
NODE_15	2109610	2111023
NODE_15	2113798	2114722
NODE_15	2117011	2118723
NODE_15	2120116	2123530
NODE_15	2127565	2128093
NODE_15	2129284	2130559
NODE_15	2131670	2132743
NODE_15	2135077	2135449
NODE_15	2138930	2139348
NODE_15	2141099	2143280
NODE_15	2144303	2146619
NODE_15	2147657	2148773
NODE_15	2149934	2150175
